name,RA [deg],DEC [deg],zlens,type,grading,ref
63,149.949167,2.797778,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
64,150.040417,2.415278,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
65,150.19625,2.491944,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
66,150.211667,2.065833,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
67,150.232083,1.639167,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
68,150.272083,2.758611,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
69,150.334167,1.764167,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
70,150.450417,2.390278,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
71,150.535417,2.239444,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
72,150.584167,2.393056,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
73,150.587917,2.577778,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
74,150.65,2.801944,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
75,149.45,1.923333,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
76,149.46125,1.938611,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
77,149.467083,2.349167,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
78,149.475417,1.997778,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
79,149.523333,2.070278,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
80,149.528333,1.969167,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
81,149.624583,1.626111,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
82,149.629167,1.725556,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
83,149.6725,2.779444,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
84,149.73375,2.798611,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
85,149.870833,1.764722,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
86,149.879583,2.041389,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
87,149.883333,2.171667,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
88,149.902917,2.605833,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
89,149.912917,2.512222,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
90,149.918333,2.548056,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
91,149.929583,2.471111,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
92,149.99875,2.063333,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
SDSSJ0026-0059,6.50767,-0.99611,0.0924,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0058-1020,14.528,-10.337,0.3088,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0105+0111,16.38942,1.18742,0.3584,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0139-1035,24.88329,-10.58431,0.2221,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0143-1006,25.98575,-10.10936,0.221,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0152+1414,28.11571,14.24436,0.1359,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0159-0006,29.87558,-0.10344,0.1584,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0206+0115,31.74983,1.25481,0.1373,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0207+0045,31.759,0.75644,0.0419,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0314-0035,48.72312,-0.59136,0.1151,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0324+0045,51.06454,0.75153,0.321,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0324-0110,51.22712,-1.17475,0.4456,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0329-0055,52.48733,-0.93144,0.1062,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0330-0051,52.51033,-0.85908,0.3406,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0739+3201,114.77558,32.02667,0.186,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0753+3416,118.44254,34.27597,0.1371,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0753+3839,118.27954,38.66086,0.0408,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0754+1927,118.61883,19.45781,0.1534,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0754+4202,118.50279,42.04672,0.3692,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0755+1116,118.95217,11.28328,0.1378,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0757+1956,119.45408,19.93786,0.1206,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0813+0959,123.31637,9.99806,0.1565,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0818+5410,124.67104,54.17125,0.1163,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0824+2242,126.1535,22.70072,0.2802,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0826+5630,126.66604,56.50997,0.1318,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0831+1940,127.76425,19.68242,0.0876,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0832+1334,128.15454,13.57975,0.3968,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0844+2113,131.21342,21.22119,0.1779,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0847+2348,131.86533,23.80542,0.1551,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0847+2925,131.97908,29.42567,0.1001,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0849+2031,132.46462,20.52508,0.0844,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0851+0505,132.92454,5.08528,0.1276,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0901+5541,135.44279,55.68386,0.1163,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0902+5158,135.68583,51.97572,0.1366,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0914+0508,138.63304,5.14919,0.1355,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0920+3028,140.20117,30.47175,0.2881,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0920+3605,140.17558,36.089,0.1844,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0926+0722,141.67167,7.37844,0.0756,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0932+6153,143.16333,61.89519,0.1235,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0948+3357,147.09371,33.95886,0.0814,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0953+2248,148.34962,22.80681,0.0761,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0955+3014,148.98954,30.24747,0.3214,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ0956+5539,149.22846,55.66308,0.1959,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1009+0153,152.39329,1.88478,0.3352,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1010+3124,152.61162,31.40489,0.1668,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1012+5531,153.21571,55.52364,0.1711,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1024+4014,156.22079,40.24111,0.0636,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1031+3026,157.83754,30.44942,0.1671,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1031+4218,157.93304,42.31647,0.1193,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1039+1555,159.91096,15.92197,0.0837,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1040+3626,160.24375,36.44128,0.1225,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1041+0112,160.34517,1.20669,0.1006,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1048+1313,162.03912,13.23136,0.133,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1051+4439,162.78912,44.65233,0.1634,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1056+4141,164.24,41.68739,0.1343,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1101+1523,165.30467,15.39431,0.178,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1102+3655,165.51387,36.92494,0.0937,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1103+3625,165.79521,36.43053,0.1567,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1116+0729,169.17358,7.49597,0.1697,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1119+1357,169.93479,13.96289,0.0678,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1121+5822,170.44212,58.38161,0.1751,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1122+4748,170.67221,47.80628,0.1092,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1127+2312,171.91121,23.21231,0.1303,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1129+1953,172.32021,19.89664,0.1323,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1137+1818,174.36917,18.30342,0.1241,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1138+1134,174.73537,11.57669,0.1821,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1142+2509,175.65925,25.1515,0.164,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1144+0436,176.16717,4.61403,0.1036,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1148+3103,177.01104,31.05672,0.1425,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1150+2944,177.74179,29.73833,0.2354,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1203+1558,180.83454,15.98311,0.2649,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1213+2930,183.2655,29.50622,0.0906,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1229+1615,187.39942,16.25547,0.1207,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1230+6519,187.72271,65.32075,0.1274,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1235+3919,188.83112,39.33156,0.0623,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1238+6709,189.71504,67.15778,0.2312,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1242+0248,190.62133,2.81042,0.2056,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1248+4458,192.13467,44.98214,0.2628,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1258+3703,194.61429,37.06125,0.0733,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1258-0259,194.62037,-2.99442,0.1111,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1301+0834,195.36196,8.57367,0.0902,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1306+5545,196.5645,55.76081,0.065,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1310+0220,197.71421,2.33608,0.0665,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1328+0156,202.06329,1.9425,0.1168,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1330+1750,202.63079,17.84456,0.2074,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1356+0601,209.24642,6.02744,0.1256,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1400+2933,210.24562,29.55969,0.3407,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1403+3309,210.79025,33.15492,0.0625,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1405+1353,211.31962,13.89481,0.1331,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1406+2528,211.58767,25.47969,0.1193,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1422+0203,215.57812,2.0545,0.1104,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1424+0109,216.24292,1.15361,0.3042,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1425+0951,216.39804,9.85,0.1583,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1430+6104,217.64483,61.068,0.1688,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1433+2835,218.46508,28.58786,0.0912,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1446+4943,221.57742,49.72689,0.1731,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1451+2951,222.81842,29.85103,0.1249,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1514+3003,228.56404,30.06164,0.0923,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1514+3259,228.63725,32.99578,0.1124,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1531+0652,232.80183,6.87033,0.2085,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1541+3642,235.34275,36.70883,0.1406,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1542+3214,235.70671,32.23569,0.0924,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1543+2202,235.91642,22.03978,0.2681,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1550+2020,237.54425,20.33708,0.1351,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1553+3004,238.31721,30.07378,0.1604,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1607+1545,241.86896,15.75236,0.1422,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1607+2147,241.91871,21.78636,0.2089,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1609+1805,242.43346,18.0845,0.1497,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1610+4648,242.65012,46.81517,0.0462,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1621+0552,245.27079,5.88039,0.1538,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1629+1331,247.36479,13.52003,0.1223,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ1633+1441,248.434,14.69858,0.1281,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2134+1043,323.61017,10.72031,0.229,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2157+0004,329.41187,0.07136,0.1444,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2211-0843,332.93171,-8.71956,0.0684,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2309-0039,347.44317,-0.65358,0.2905,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2324+0105,351.11567,1.09958,0.1899,galaxy,confirmed,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
SDSSJ2356+1427,359.19833,14.45506,0.1446,galaxy,probable,https://ui.adsabs.harvard.edu/abs/2019yCat..18510048S/abstract
020457-110309,31.2392,-11.0526,0.756,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020524-093023,31.3527,-9.5065,0.697,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020904-055529,32.2708,-5.9247,0.451,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021206-075528,33.0273,-7.9245,0.494,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021233-061210,33.1411,-6.2028,0.452,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021247-055552,33.1993,-5.9312,0.806,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021411-040502,33.5467,-4.0841,0.74,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021517-061741,33.8222,-6.2948,0.388,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021539-061918,33.9152,-6.3218,0.452,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021737-051329,34.4049,-5.2248,0.856,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021801-080247,34.5053,-8.0465,1.058,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021902-082934,34.7589,-8.493,0.499,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022046-094927,35.1919,-9.8244,0.603,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022056-063934,35.2358,-6.6595,0.389,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022346-053418,35.9423,-5.5718,0.546,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022357-065142,35.9914,-6.8619,0.511,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022708-065445,36.7866,-6.9125,0.693,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023238-044948,38.1609,-4.8301,0.374,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023307-043838,38.2794,-4.644,0.786,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084934-043352,132.3926,-4.5646,0.395,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085019-034710,132.5795,-3.7863,0.333,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085503-023607,133.7648,-2.602,0.679,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085540-014730,133.9172,-1.7918,0.425,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085559-040917,133.9996,-4.1549,0.45,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085831-035230,134.6317,-3.8751,0.75,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
